0,0,6580,13156,-1,-1,-1,-1,-1,-1
1,1.38004,4759,9514,-1,-1,-1,-1,-1,-1
2,1.03317,6841,39305,-1,-1,-1,-1,-1,-1
3,2.06726,6841,39305,-1,-1,-1,-1,-1,-1
4,0.277743,9024,42879,-1,-1,-1,-1,-1,-1
5,1.29856,14255,72600,-1,-1,-1,-1,-1,-1
6,0.0506084,14255,72600,2.07024e-06,0.370522,3.14131,2.33972,984586,102.985
8,1.32785,6282,36248,0.00130935,0.495903,3.13911,2.11636,369.324,10.0674
7,0.0973646,15369,82634,0.00130935,0.568986,3.13911,2.02186,369.324,8.11482
8,0.929306,7703,43960,0.00147028,0.534782,3.13911,2.06662,369.324,8.36214
9,0.479808,7703,41365,0.00147028,0.569352,3.13911,1.99704,369.324,7.22421
10,0.495783,7703,41365,0.00155969,0.587235,3.13717,2.01392,354.895,6.34485
7,0.063287,11170,56736,0.00155969,0.626321,3.13717,1.97638,354.895,5.78178
8,0.729529,8058,42954,0.0167284,0.607398,3.10681,1.99648,79.6389,6.09483
9,0.357204,8058,42765,0.0222156,0.614759,3.10681,1.97975,69.6759,5.92122
10,0.461543,8058,42765,0.0222433,0.629166,3.10681,1.97118,69.2604,5.73759
7,0.0456124,9868,50074,0.0222433,0.646213,3.10681,1.95338,69.2604,5.51399
8,0.642287,8025,42576,0.0222433,0.631025,3.10681,1.97024,69.2604,5.71631
9,0.318268,8025,42535,0.0222433,0.633342,3.07994,1.96367,60.3732,5.65139
10,0.907155,8025,42535,0.0353756,0.641434,3.07101,1.95761,60.3732,5.57195
7,0.130339,9496,48153,0.0353756,0.654289,3.07101,1.94293,60.3732,5.40753
8,0.530801,8050,42639,0.0353756,0.642499,3.07101,1.95587,60.3732,5.55457
9,0.308771,8050,42621,0.0353756,0.644107,3.07101,1.95177,60.3732,5.53009
10,0.398623,8050,42621,0.0358473,0.648873,3.07101,1.94775,60.3732,5.49167
11,0.0212417,-1,-1,-1,-1,-1,-1,-1,-1
7,0.0917528,13909,71669,0.031526,0.658059,3.07101,1.92597,60.3732,5.25326
8,0.826357,9456,50647,0.0358473,0.66393,3.07101,1.93241,49.5476,5.12097
9,0.428093,9456,50735,0.0358473,0.668328,3.07101,1.91854,49.5476,5.02691
10,1.14698,9456,50735,0.0358473,0.68655,3.07219,1.90301,49.5476,4.89124
7,0.064637,11801,60815,0.0358473,0.694887,3.07219,1.89334,49.5476,4.78237
8,0.589027,9512,51116,0.0358473,0.686501,3.07219,1.90151,49.5476,4.8712
9,0.539709,9512,51155,0.0358473,0.688145,3.07219,1.89606,32.6368,4.83455
10,0.470092,9512,51155,0.0358473,0.69709,3.07238,1.88672,32.6368,4.77025
7,0.0491734,11198,57969,0.0358473,0.702355,3.07238,1.88089,32.6368,4.69945
8,0.570668,9460,50947,0.0358473,0.69592,3.07238,1.88863,32.6368,4.77306
9,0.453948,9460,50973,0.0358473,0.696571,3.06547,1.88621,32.6368,4.75576
10,0.445012,9460,50973,0.0374331,0.701086,3.07434,1.88117,32.6368,4.72077
11,0.0260677,-1,-1,-1,-1,-1,-1,-1,-1
7,0.103335,16273,84846,0.0374331,0.689107,3.07434,1.89272,30.4619,4.72803
8,0.85855,11206,61197,0.0374331,0.706015,3.07434,1.87745,30.4451,4.53464
9,0.62145,11206,61271,0.0460526,0.712085,3.07434,1.86162,30.4451,4.43852
10,0.58616,11206,61271,0.0460526,0.73213,3.07434,1.84269,29.9448,4.30446
7,0.0769824,13583,71315,0.0460526,0.731807,3.07434,1.84343,29.9448,4.30604
8,0.728288,11163,60998,0.0460526,0.731667,3.07434,1.84161,29.9448,4.30306
9,0.681669,11163,61047,0.0460526,0.733181,3.07434,1.83602,29.9448,4.27336
10,0.621903,11163,61047,0.0460526,0.741549,3.07434,1.82686,29.9448,4.21999
11,0.0474106,-1,-1,-1,-1,-1,-1,-1,-1
7,0.356685,25252,133211,0.0460526,0.713377,3.07434,1.86728,29.9448,4.42509
8,2.27228,15316,84483,0.0460526,0.740241,3.07434,1.83089,29.9448,4.13423
9,0.826933,15316,84713,0.0460526,0.743959,3.07434,1.81989,24.3815,4.07726
10,0.902154,15316,84713,0.0486725,0.775455,3.06948,1.78921,23.4749,3.9149
7,0.147615,20344,107681,0.0486725,0.76492,3.06948,1.80178,23.4749,4.01265
8,1.32335,15327,84909,0.0486725,0.773521,3.06948,1.78949,23.4749,3.91871
9,1.17873,15327,84998,0.0486725,0.774327,3.06948,1.78594,23.4749,3.90385
10,0.924331,15327,84998,0.050096,0.78851,3.06938,1.77013,23.2622,3.83688
7,0.125422,18898,100624,0.050096,0.779353,3.06938,1.78199,23.2622,3.91722
8,1.5959,15293,84799,0.050096,0.786683,3.06938,1.77188,23.2622,3.84649
9,1.07114,15293,84861,0.050096,0.786747,3.06938,1.77088,23.2622,3.84188
10,0.959231,15293,84861,0.0619646,0.794175,3.04135,1.76211,18.7899,3.80717
7,0.224139,18170,97103,0.0619646,0.785959,3.04135,1.77262,18.7899,3.87525
8,0.9401,15258,84659,0.0619646,0.793194,3.04135,1.7629,18.7899,3.81285
9,1.28143,15258,84684,0.0619646,0.793219,3.04135,1.76246,18.7899,3.81052
10,0.786941,15258,84684,0.0632511,0.797064,3.03838,1.75766,18.4967,3.79196
7,0.130459,17841,95523,0.0632511,0.789183,3.03838,1.76846,18.4967,3.8535
8,1.14573,15227,84516,0.0632511,0.79579,3.03838,1.75919,18.4967,3.79788
9,1.17065,15227,84539,0.0632511,0.795772,3.03838,1.75894,18.4967,3.7967
10,0.789877,15227,84539,0.0635977,0.798315,3.03776,1.75586,18.4392,3.78472
11,0.0519618,-1,-1,-1,-1,-1,-1,-1,-1
7,0.167334,23560,125645,0.0635977,0.764678,3.01301,1.80015,19.2764,4.04812
8,2.80222,17288,95837,0.0712569,0.788105,2.96889,1.77067,17.3403,3.83494
9,1.29326,17288,95961,0.0858302,0.788692,2.96775,1.76719,15.4778,3.81992
10,0.941712,17288,95961,0.0816392,0.803214,2.96298,1.75237,15.1001,3.74453
7,0.14794,21159,113422,0.0816392,0.789512,2.96298,1.76935,15.1001,3.85675
8,2.6836,17342,96325,0.0816392,0.800948,2.96298,1.75461,15.1001,3.75445
9,1.2327,17342,96371,0.0816392,0.801379,2.95781,1.753,15.1001,3.74865
10,0.99782,17342,96371,0.0915553,0.808708,2.96595,1.74474,15.0484,3.71384
11,0.0397306,-1,-1,-1,-1,-1,-1,-1,-1
7,0.137104,19999,108377,0.0915553,0.795826,2.96965,1.76024,16.4346,3.81564
8,2.73054,17640,98064,0.170741,0.805326,2.87682,1.74879,9.99417,3.73188
9,1.23779,17640,98095,0.170741,0.805508,2.87682,1.74765,9.99417,3.72754
10,0.873778,17640,98095,0.182984,0.81094,2.84344,1.74232,9.80356,3.70053
8,2.49007,17414,96854,0.182984,0.811082,2.78109,1.74228,7.9944,3.69997
12,0.499229,8169,30950,0.182984,0.791264,2.78109,1.75963,7.9944,3.75557
13,-1,0,-1,-1,-1,-1,-1,-1,-1
